type,category,confidenceLevel,explanation,quantity
service,Transport service,0.8,"The text refers to the cost of transporting crude palm oil (CPO), indicating that it is a service related to the processing and transportation of palm oil.",1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Maintenance/Repair Service,0.8,TBS PERIODE 10 is a maintenance and repair service for oil palm trees.,10
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,FFA Premium is a product of palm oil fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,100
service,Transport service,1.0,Jasa Angkut CPO No Kontrak is a transport service for palm oil products,21
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,ONGKOS ANGKUTAN LAUT KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARANSAMARINDA KE LAMPUNG,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
service,Transport service,0.8,"The text refers to the cost of transporting crude palm oil (CPO), indicating that it is a service related to the processing and transportation of palm oil.",1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Maintenance/Repair Service,0.8,"Based on the text, it is likely that the service provided is related to the maintenance or repair of palm products.",1
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 3 is a maintenance and repair service for oil palm processing machines.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
service,Maintenance/Repair Service,0.8,TBS PERIODE 0809 FEBRUARI 2021 is related to maintenance and repair services for palm oil processing equipment.,1
service,Transport Service,1.0,Ongkos Angkut is a transport service provider for oil palm fruit.,0
product,Primary,1.0,Ongkos Angkut CPO DO Nomor  1451CPO145121T018 is a palm oil fruit.,1
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a product derived from the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,5000.0
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285020C094,2850
service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 3 is a maintenance and repair service for oil palm processing equipment.,1
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for oil palm fruit.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider for oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285020C095,2850
product,Primary,1.0,CPO Minyak Sawit is a type of palm oil that is derived from the fruit of the oil palm tree.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Maintenance/Repair Service,0.8,The text refers to the payment of a service contract for maintenance and repair of oil palm trees.,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,RBD Palm Kernel Stearine MB is a product made from palm kernel oil.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Tuslaag CPO is a type of palm oil product.,0
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.85,Tuslaag TBS Div 1 is a transportation service provider.,1
service,Transport Service,1.0,Ongkos Angkut is a transport service provider for oil palm fruit,0
service,Transport service,1.0,ONGKOS ANGKUTAN LAUT KM SAMUDRO ENDAH MUAT INTI SAWIT DARI KENDAWANGAN KE LAMPUNG is a transport service for palm oil from Ken Dawangan to Lamung,1
service,Transport service,0.8,Ongkos Angkut TBS Div 6 is a transportation service provider.,1
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,ONGKOS ANGKUT CPO DONOMOR is a transportation service for palm oil products.,1451
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 3 is a maintenance and repair service provider for oil palm processing machines.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Maintenance/Repair Service,0.8,"Based on the text, it is a service related to the maintenance and repair of palm products.",1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,100
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Uang Muka Crude Palm Oil is a primary product of the oil palm fruit.,85
product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,85
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
service,Maintenance/Repair Service,0.8,"Based on the text, it seems that the product is related to maintenance and repair services for palm products.",1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Maintenance/Repair Service,0.8,TBS PERIODE 2930 MARET 2021 is a maintenance and repair service for oil palm trees.,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Uang Muka CPO Atas Kontrak Jual Beli No  044SMLCBUCPOXI2021 is a product of palm oil fruit.,1
product,Primary,1.0,Uang Muka CPO Atas Kontrak Jual Beli No008SMLCBUCPOII2021 is a palm oil product.,1
product,Primary,1.0,Uang Muka CPO atas Kontrak Jual Beli No  041SMLCBUCPOXI2021 is a palm oil product.,1
service,Transport service,1.0,Pengangkutan CPO dengan TB Mitra Kencana XIV dan BG Sumber Kencana XII dari Jambi ke Belawan,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Maintenance/Repair Service,0.8,TBS JULI 2021 is a maintenance and repair service provider for oil palm processing machines and equipment.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.8,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
service,Transport service,1.0,ONGKOS ANGKUTAN LAUT KM DAIEI MUAT INTI SAWIT DARI TANJUNGPANDAN KE LAMPUNG is a transportation service for palm oil from Tanjungpandan to Lampung,1
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a maintenance and repair service for oil palm fruit.,1
service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Transport service,0.8,TBS PERIODE 3031 OKTOBER 2021 is a transportation service for palm oil products.,1
service,Transport service,0.8,ONGKOS ANGKUTAN LAUT KM SHINEI MUAT INTI SAWIT DARI PANGKALBALAM KE DUMAI is a transportation service for palm oil products,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 3 is a maintenance and repair service provider for oil palm processing machines.,1
service,Maintenance/Repair Service,0.8,"The text mentions 'November 2021', which suggests that the service is related to maintenance or repair of equipment or facilities in November 2021.",1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm kernel oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm oil fruit is a primary product of oil palm plantations.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Maintenance/Repair Service,0.8,"The text refers to the maintenance and repair of palm oil processing machines and equipment, which falls under the category of maintenance service.",1
product,Primary,1.0,Palm kernel expeller is a primary product of oil palm fruit.,0
service,Maintenance/Repair Service,0.9,The text refers to the payment of a service contract for maintenance and repair of palm oil processing equipment.,1
product,Primary,1.0,Uang Muka CPO Atas Kontrak Jual Beli No  029SMLCBUCPOVIII2021 is a product of palm oil fruit.,1
service,Transport service,1.0,"Biaya pengangkutan CPO dengan TB Sungai Raya refers to the cost of transporting crude palm oil (CPO) using TB Sungai Raya, which is a transportation service provider.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,RBD Palm Kernel Stearine MB is a product made from palm kernel oil,500
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for oil palm fruit,1
product,Primary,1.0,Tuslaag No Kontrak is a product of palm oil fruit.,1451
product,Primary,1.0,Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Zungaro Laut  TK SM Majesty 218 sebanyak ...,50
product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used for processing palm oil.,0
product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used for processing palm oil.,0
product,Primary,1.0,Crude palm oil (CPO) is a primary product of the oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Palm oil fruit is a primary product.,0
product,Primary,1.0,Palm oil fruit is a primary product,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,5000.0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a product derived from the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Angkutan CPO dari Ketapang ke Lampung via TK Daya Utama,3
service,Transport service,1.0,"Biaya pengangkutan CPO dengan TB Pulau Gelang refers to the cost of transporting crude palm oil (CPO) using TB Pulau Gelang from Jambi to Lubuk Gaung, which is a service provided by the company.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,RBD Palm Oleine is a product made from the oil of palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"Uang muka refers to the transportation cost of palm oil from Talang Duku Jambi to Belawan via TB Arapaima Laut, which is a primary component of the palm oil processing process.",50
service,Transport service,1.0,Freight angkutan CPO dari Pangkal Balam ke Lampung Ex TB Mitra 210 TK Sejahtera D28 is a transportation service for palm oil products,1
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
service,Transport service,0.8,Pembayaran 100 Freight CPO dari Palembang ke Lampung via TK SKU II dan TB Global Mandiri XI is a transportation service for the palm oil products.,1
service,Transport service,0.8,Freight angkutan CPO dari Palembang ke Lampung is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a product derived from the fruit of the oil palm tree.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Pembayaran 100 Freight CPO dari Pangkal Balam ke Lampung via TK SKU II dan TB Global Mandiri XI is a transportation service for the palm oil products,100
product,Primary,1.0,Tuslaag CPO is a type of palm oil product.,0
service,Transport service,1.0,Angkutan CPO dari Talang Duku Jambi ke Tarahan Lampung via TB Bintang Laut TK SM Mandiri 104 sebanyak 50,50
product,Primary,1.0,Pelunasan 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Jangilus Laut is a product of palm oil fruit.,50
service,Transport service,0.8,Pembayaran untuk jasa angkutan CPO dari Bagendang ke Lampung via TBDuta Kapuas 19 dan Kapuas 265,100
service,Transport service,1.0,Angkutan CPO dari Tanjung Batu Belitung ke Tarahan Lampung via TB Patin Laut TK SM Indragiri 338 sebanyak 50,50
service,Transport service,0.9,Pembayaran untuk jasa angkutan CPO dari Bumiharjo ke Lampung via TBDuta Kapuas 18 dan Kapuas 276,100
service,Transport service,1.0,Biaya Pengangkutan CPO dengan TB Pulau Gelang Tkg Alfa Kharisma dari DPA Dumai ke Kabil Batam is a transportation service for palm oil products,1
product,Primary,1.0,Pelunasan 50 angkutan CPO dari Tanjung Batu Belitung ke Tarahan Lampung via TB Arapaima Laut TK SM Independence 204 sebanyak  ,50
product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
service,Transport service,1.0,Angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Patin Laut TK SM Indragiri 338 sebanyak 50,50
product,Primary,1.0,"Uang muka refers to the transportation cost of palm oil from Bumi Harjo Kumai to Tarahan Lampung via TB Patin Laut TK SM Indragiri 338, which is a primary part of the oil palm fruit.",50
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Zungaro Laut  TK SM Majesty 218 sebanyak  ,50
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Transport service,0.8,"The text mentions 'Tangki Timbun CPO', which is a transportation service for palm oil products.",1
service,Transport service,1.0,Angkutan CPO dari Talang Duku Jambi ke Lubuk Gaung Dumai via TB Arapaima Laut TK SM Independence 204 sebanyak 50,50
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
